id;title;age_range;area;subarea;location;prep_min;duration_min;materials;short_goal;setup;adult_role;easier;harder;observe;montessori_link;personality_link;source_ids;source_urls;evidence_tags
A167;Nyitott végű kérdés helyett megfigyelő mondat;2-3 év;Felnőtt interakció;nyelv, autonómia, kapcsolódás;benti/kinti;0;5;nincs külön eszköz;A felnőtt kommunikációjának finomítása: kevesebb kikérdezés, több megfigyelő nyelv.;Játék közben kérdések helyett mondj leíró mondatokat: látom, hogy a nagy kockát tetted alulra.;"Különösen akkor használd, amikor elmélyült; ne szakítsd meg felesleges kérdésekkel.";Napi 1-2 alkalommal tudatosan.;Egy teljes játékblokkban csak leíró/kapcsolódó mondatok.;Tovább marad-e a játékban, több saját kezdeményezés jön-e.;Montessori felnőtt mint megfigyelő és finom kísérő.;Autonómia, kapcsolat, nyelvi biztonság.;"CUSHMAN_BOOK;JEONG_PARENTING;GUIDED_PLAY_META";;"adult_interaction;language;autonomy"
A168;Kis házimunka választólista;4-5 év;Gyakorlati élet és személyiség;felelősség, választás, hozzájárulás;benti;10;10;3 képkártya: növényöntözés, törlés, zoknipárosítás;Felelősség és családi hozzájárulás érzésének támogatása.;Tegyél ki három kis feladatot képpel. Ő választ egyet, elvégzi, majd a kártyát a kész oldalra teszi.;"Ne jutalmazd külön; a hozzájárulás legyen önmagában értelmes.";Egy előre választott feladat.;Ő javasol új házimunkát vagy sorrendet.;Melyik feladatot választja, végigcsinálja-e, visszatér-e hozzá.;Practical life, választás és valódi közösségi munka.;Felelősség, kontrollérzés, kompetencia.;"CUSHMAN_BOOK;SELF_DRIVEN;JEONG_PARENTING";;"practical_life;responsibility;autonomy"
A169;Szülés előtti kapcsolódó hangritmus;0-3 hó;Kapcsolódás és gondozás;várandósság, hang, pontosság;benti;0;3;nincs külön eszköz;A baba számára ismétlődő, biztonságos hangpontok kialakítása már a születés előtti időszakban.;Válasszatok egy rövid dalt, mondókát vagy esti köszönést, amit a várandósság végén rendszeresen ugyanúgy mondotok. Születés után ugyanez segíthet nyugtató, ismerős jelként.;"Ne teljesítménynek kezeld; egyszerű, szeretetteljes ismétlés legyen.";Csak egy halk mondat vagy dúdolás.;Ugyanaz a hangritmus kapcsolódhat fürdetéshez vagy altatás előtti lassításhoz.;Nyugtat-e az ismert hang, vagy inkább más ingerre figyel?;"Ismétlődő, kiszámítható pontok; a környezet előkészítése a baba érkezésére.";Biztonság, kötődés és orientáció.;"SIMONE_BABY;PARENTING_META";;"baba; kötődés; ritmus"
A170;Gondozási beszéd: most felemellek;0-3 hó;Kapcsolódás és gondozás;tisztelet, testtudat, ko-reguláció;benti;0;5;pelenkázó vagy gondozási helyzet;A baba testének tiszteletben tartása és a gondozási helyzetek kapcsolódássá alakítása.;Mielőtt felemeled, átöltözteted vagy megtörlöd, röviden mondd el, mit fogsz csinálni: „Most felemellek”, „Most megtörlöm a kezed”. Várj egy pillanatot, majd cselekedj lassan.;Lassíts, nézz rá, hagyj időt a reakcióra.;Csak a legfontosabb mozzanatokat mondd ki.;Később kérheted az együttműködését: „emeld a lábad”, „nyújtsd a karod”.;Nyugodtabb-e gondozás közben, jelzi-e előre, hogy együttműködik?;"Respectful caregiving; a practical life kezdete gondozási helyzetben.";Biztonság, testhatárok, ko-reguláció.;"SIMONE_BABY;PARENTING_META";;"baba; gondozás; testtudat"
A171;Mozgásszőnyeg tükörrel;0-3 hó;Szenzoros és mozgás;szabad mozgás, vizuális visszajelzés;benti;3;8;puha, stabil szőnyeg, alacsony biztonságos tükör;Szabad testmozgás, testérzékelés és vizuális orientáció támogatása.;"Helyezd a babát rövid időre a szőnyegre, a tükör mellé vagy elé. Ne stimuláld túl; hagyd, hogy a kezeit, lábait, arcát és a fényeket figyelje.";A környezetet készíted elő, nem szórakoztatod folyamatosan.;Tükör nélkül, csak nyugodt szőnyegen.;Később kerülhet mellé egyetlen egyszerű kontrasztos tárgy.;Mikor marad nyugodt éber állapotban, mikor fárad?;Szabadság mozgásban, prepared environment, kevés inger.;Önindított mozgás és biztonságos felfedezés.;"SIMONE_BABY;MOVEMENT_META;LILLARD_BOOK";;"baba; mozgás; szenzoros"
A172;Munari/Gobbi jellegű mobil egyszerű otthoni verzióban;0-3 hó;Szenzoros és mozgás;vizuális fókusz, követés;benti;10;5;egyszerű fekete-fehér vagy fokozatos árnyalatú függő forma;A fókusz, szemmel követés és nyugodt vizuális felfedezés támogatása.;A mobil legyen egyszerű, biztonságos és elég távol, hogy ne érje el. Rövid időre kínáld, majd vedd le, ha elfárad vagy elfordul.;Az inger mennyiségét te szabályozod, a figyelmet a baba szabályozza.;Egyetlen statikus forma.;Finom mozgás vagy árnyalatkülönbség.;Követi-e szemmel, mikor fordul el?;Izolált szenzoros tulajdonság, rend, koncentráció csírája.;Önszabályozás tisztelete.;"SIMONE_BABY;LOVEVERY_LOOKER";;"baba; szenzoros; vizuális"
A173;Kéz-szabad öltöztetés és lábfigyelés;0-3 hó;Gyakorlati élet;testtudat, szabad mozgás;benti;0;5;kényelmes, nem túl szoros ruha;"A kéz és láb felfedezésének segítése; kevesebb mozgáskorlátozás.";Amikor lehet, válassz olyan ruhát, amelyben a baba keze és lába szabadabban mozog. Rövid éber időben hagyd, hogy a kezét-lábát nézze és mozgassa.;Nem irányítod a mozgást, csak eltávolítod a felesleges akadályt.;Csak pelenkázás közben pár perc szabad kéz/láb.;Tükör mellett vagy finom hanggal kísérve.;Többet nyúl-e a saját keze/lába felé?;"A környezet akadályainak csökkentése; szabad mozgás.";Testtudat és önindított felfedezés.;SIMONE_BABY;;"baba; mozgás; praktikus"
A174;Arcnézés és szájmozgás-beszélgetés;3-6 hó;Nyelv és kapcsolódás;beszédhang, szájfigyelés;benti;0;5;nincs külön eszköz;A korai társas figyelem, hangadás és szájmozgások megfigyelése.;Tarts rövid, lassú beszélgetést vele úgy, hogy lássa az arcod és a szád. Mondj egyszerű hangokat, várj, majd reagálj az ő hangjaira.;Legyél valódi beszélgetőpartner, ne kikérdező vagy animátor.;Csak mosoly, szemkontaktus, egy hang.;Később könyvnézegetésnél is adj várakozási időt.;Visszahangoz-e, figyeli-e a szád, mikor telítődik?;"A felnőtt mint érzékeny guide; nyelv valós kapcsolatban.";Kölcsönösség, korai kommunikáció.;"SIMONE_BABY;BOOK_READING_META";;"baba; nyelv; kapcsolódás"
A175;Grasping toy kosár két tárggyal;3-6 hó;Szem-kéz koordináció;fogás, tapintás, hang;benti;2;8;2 biztonságos, természetes anyagú fogható tárgy, esetleg halk csörgő;A fogás, kéz-száj felfedezés és tárgytulajdonságok vizsgálata.;Tegyél ki egy kis kosárba legfeljebb két tárgyat. A baba hason vagy háton felfedezheti, megfoghatja, szájához viheti.;"Ne add folyton a kezébe; tedd elérhető távolságba, és várj.";Egy tárgy a kezéhez közel.;Két eltérő tapintású vagy halk hangú tárgy.;Melyik tárgy köti le, mennyi ideig próbálkozik?;"Kevés, jól kiválasztott, valós tapintású tárgy; önálló felfedezés.";Kompetenciaérzés a saját próbálkozáson keresztül.;"SIMONE_BABY;DIAMOND_EF";;"baba; szem-kéz; szenzoros"
A176;Kincses kosár első tárgyakkal;3-6 hó;Szenzoros és mozgás;tapintás, felfedezés;benti;5;10;kosár, 4-5 biztonságos háztartási tárgy különböző anyagból;Valós anyagok felfedezése, tapintási és hangélmény.;Válassz nagy, biztonságos tárgyakat: fa kanál, textil, nagy fém mérőkanál, természetes szivacs. Tedd elérhetően, és figyeld, melyik érdekli.;Csendes jelenlét, biztonság ellenőrzése, kevés beavatkozás.;2 tárgy, nagyon eltérő anyaggal.;Tematikus kosár: konyhai, textil, természet.;Milyen anyaghoz tér vissza, szájba veszi-e, hogyan manipulálja?;Valós tárgyak, érzékelés, prepared environment.;Kíváncsiság és biztonságos autonómia.;"SIMONE_BABY;GUIDED_PLAY_META";;"baba; szenzoros; kincseskosár"
A177;Egyszerű hangkosár;3-6 hó;Zene és hallás;hangforrás, ok-okozat;benti;3;5;halk csengő, csörgő, kanál és fa tárgy;Hallási diszkrimináció és ok-okozati tapasztalat támogatása.;Mutass be egyetlen halk hangot, majd tedd elérhetővé a tárgyat. A baba figyelheti, megfoghatja, később maga is hangot kelthet.;"A hang legyen kellemes és rövid; ne legyen folyamatos háttérzaj.";Egy hangforrás.;Két hangforrás összehasonlítása, nagy kontraszttal.;Megijed-e, keresi-e a hang forrását?;Szenzoros izoláció: egy inger, egy tulajdonság.;Biztonságos felfedezés és önindított ok-okozat.;SIMONE_BABY;;"baba; hallás; ok-okozat"
A178;Biztonságos mászó- és visszatérő pont;6-9 hó;Szenzoros és mozgás;mászás, kötődés, távolodás-visszatérés;benti;5;15;szabad padlófelület, alacsony akadály, ismert felnőtt közeli helye;A távolodás és visszatérés biztonságos gyakorlása, mászás ösztönzése.;Készíts biztonságos területet, te maradj stabil pontként. Tegyél elérhetően egy labdát vagy kosarat, és hagyd, hogy eltávolodjon, majd visszanézzen vagy visszatérjen.;"Ne csalogasd túl erősen; legyél elérhető biztos pont.";Tárgy közelebb, te nagyon közel.;Kicsit nagyobb távolság, alacsony párnaakadály.;Visszanéz-e, visszatér-e, mennyi távolság esik jól neki?;Szabad mozgás és prepared yes-space.;Biztos bázis, autonóm felfedezés.;"SIMONE_BABY;PARENTING_META;MOVEMENT_META";;"baba; mászás; kötődés"
A179;Nyitás-zárás kosár;6-9 hó;Szem-kéz koordináció;nyitás, zárás, tárgyállandóság;benti;3;10;nagyobb fedeles doboz, neszesszer, puha tok, nagy tárgyak;Finommotorika, tárgykeresés és problémamegoldás.;Tegyél 2-3 különböző, könnyen nyitható tartót a kosárba, bennük nagy biztonságos tárgyakkal. Mutasd meg lassan az egyiket, aztán hagyd próbálkozni.;Csak akkor segíts, ha elakad, és akkor is a legkisebb segítséggel.;Egy könnyen nyíló doboz.;Különböző záródások: fedél, patent, cipzár nagy fogantyúval.;Frusztrációtűrés, próbálkozás, érdeklődés a rejtett tárgy iránt.;"Önellenőrző, kézzel végezhető munka; ismétlés.";Kompetencia és kitartás.;"SIMONE_BABY;SIMONE_TODDLER;DIAMOND_EF";;"finommotorika; tárgyállandóság; baba"
A180;Gyűrűk rúdra húzása nagy méretben;6-9 hó;Szem-kéz koordináció;kétkezes munka, szem-kéz;benti;3;8;stabil rúd vagy papírtörlő henger, nagy fa/műanyag gyűrűk;Két kéz együttműködése és célzott mozdulat gyakorlása.;A gyűrűket és rudat tedd elérhetően. Mutasd meg egyetlen lassú mozdulattal, hogyan kerül rá a gyűrű, majd hagyd ismételni.;Ne javítsd folyamatosan, a próbálkozás a lényeg.;Nagyobb gyűrű és vastagabb rúd.;Kisebb gyűrű, több darab vagy szín szerinti sorrend később.;Melyik kézzel kezd, két kézzel dolgozik-e?;Izolált mozdulat, kontrollált nehézség, ismétlés.;Önindított problémamegoldás.;"SIMONE_BABY;SIMONE_TODDLER";;"baba; szem-kéz; finommotorika"
A181;Labdás kosár mászáshoz;6-9 hó;Szenzoros és mozgás;mászás, gurítás, ok-okozat;benti/kinti;2;10;különböző textúrájú, biztonságos labdák;Mászás, nyúlás, gurítás és mozgásos felfedezés.;Tegyél 2-3 labdát kosárba vagy a földre. Gurítsd el lassan az egyiket, majd várj, hogy utánanyúljon vagy utána másszon.;"Lassú, egyszerű mozdulatok; ne legyen túl sok labda.";Egy puha labda közel.;Különböző méret és textúra, enyhe lejtő.;Utánaindul-e, hogyan reagál a gurulásra?;Mozgás és érzékelés összekapcsolása.;Kíváncsiság, testbizalom.;"SIMONE_BABY;MOVEMENT_META";;"baba; labda; nagymozgás"
A182;Weaning asztal: saját törlőrongy;6-9 hó;Gyakorlati élet;étkezés, önállóság, self-care;benti;2;10;alacsony asztal/szék vagy etetőhely, kis rongy, kis tál;Az étkezés practical life kezdete: részvétel, törlés, önállóság.;Étkezés végén adj egy kis rongyot, és mutasd meg, hogyan törölhetitek le együtt az asztalt vagy a kezét. Nem tisztasági teljesítmény, hanem részvétel.;Fogadd el a rendetlenséget mint gyakorlást, de legyen keret.;Csak a kéz vagy száj törlése közösen.;Tálka visszavitele, szalvéta használata.;Érdeklődik-e az ismétlés iránt, próbál-e törölni?;"Practical life már baba korban; valós életbe bevonás.";Kompetencia, együttműködés.;SIMONE_BABY;;"baba; étkezés; practical life"
A183;Tárgyállandóság doboz labdával;9-12 hó;Szem-kéz koordináció;posting, tárgyállandóság;benti;5;10;labda és doboz lyukkal, tálca;Tárgyállandóság, célzott kézmozgás és ok-okozat.;Mutasd meg, hogy a labda bemegy a lyukon és megjelenik a tálcán vagy fiókban. Utána hagyd ismételni.;Lassan demonstrálj, beszéd nélkül vagy kevés szóval.;Nyitott tálba ejtés.;Fiók kinyitása a labda megtalálásához.;Keresi-e a labdát, ismétli-e a mozdulatot?;Önellenőrző Montessori-jellegű munka.;Kitartás és ok-okozati bizalom.;"SIMONE_BABY;SIMONE_TODDLER";;"baba; posting; tárgyállandóság"
A184;Fa tojás és tojástartó;9-12 hó;Szem-kéz koordináció;formaillesztés, célzott mozdulat;benti;2;8;fa tojás vagy nagy tojásforma, tojástartó vagy kis pohár;Egyszerű első puzzle: forma, célzás, kézmozgás.;Tedd a tárgyat a tartó mellé. Mutasd meg egyszer, hogy belehelyezed, majd kiveszed. Hagyd, hogy próbálkozzon.;"Ne forgasd helyette; várj.";Nagyobb nyílású tálka.;Kisebb tartó vagy két különböző forma.;Mikor találja meg a megfelelő irányt?;Egy nehézség izolálása, önellenőrzés.;Kompetenciaérzés a megoldásból.;SIMONE_BABY;;"baba; puzzle; finommotorika"
A185;Lépcsőről lemászás hátrafelé;9-12 hó;Szenzoros és mozgás;mászás, biztonság, testtudat;benti;2;5;alacsony lépcső vagy kanapé széle, folyamatos felügyelet;Biztonságos lejutási stratégia tanulása, mászó képesség és testtudat.;Amikor felmászik egy alacsony felületre, mutasd meg lassan: hasra fordul, láb hátra, lecsúszik. Gyakoroljátok kevés ismétléssel.;Maradj nagyon közel, de ne kapd fel automatikusan, ha biztonságos.;Nagyon alacsony matracszint.;Egy-két lépcső vagy stabil kanapé.;Emlékszik-e a hátrafelé mozdulatra, kér-e segítséget?;Szabadság mozgásban, biztonságos környezet előkészítése.;Testbizalom és biztonságos autonómia.;"SIMONE_BABY;MOVEMENT_META";;"baba; mászás; biztonság"
A186;Első állathang-könyv valós képekkel;9-12 hó;Nyelv;hangutánzás, szókincs, valóság;benti;2;8;valós állatképes könyv vagy kártyák;Szavak, hangok, közös figyelem és valós tárgy-kép kapcsolat.;Nézzetek 3-4 állatképet. Ne kérdezgesd, inkább mondd: „Ez kutya. Vau-vau.” Várj, ha hangot próbál adni.;Kevés kép, lassú tempó, sok várakozás.;Csak 1-2 kedvenc állat.;Állatfigura és kép párosítása.;Utánoz-e hangot, mutat-e képre?;"Valóságra épülő nyelvi tapasztalat; konkréttól az absztrakt felé.";Közös figyelem és kapcsolódás.;"SIMONE_BABY;BOOK_READING_META";;"baba; nyelv; könyv"
A187;Kis hordozókosár járás után;9-12 hó;Gyakorlati élet;járás, hordás, célirány;benti;2;8;könnyű kosár 1-2 nagy tárggyal;A friss járás után a szabad kezek célzott használata.;Amikor már önállóan lépeget, adj kis kosarat egy könnyű tárggyal, amit átvihet egyik helyről a másikra.;"Ne kérj túl sokat; a hordás maga a munka.";Üres kosár vagy egy puha kendő.;Tárgy elvitele konkrét helyre: „tedd a polcra”.;Élvezi-e a hordozást, stabil marad-e?;Practical life előkészítése mozgásban.;Önállóság és célirányos részvétel.;SIMONE_BABY;;"baba; járás; practical life"
A188;Orrfújó és arcmosó self-care kosár;12-18 hó;Gyakorlati élet;self-care, testtudat;benti;5;5;kis tükör, zsebkendő, kis rongy, kosár;Öngondoskodás első lépései: arc törlése, orr megtörlése, tükörhasználat.;Alakíts ki kis self-care állomást. Mutasd meg lassan, hogyan törlöd meg a szád/arcod, majd tedd vissza a rongyot.;"Csak bemutatás és keret; ne várj tökéletes tisztaságot.";Egy rongy és tükör.;Külön kosár a tiszta és használt rongynak.;Kéri-e a tükröt, próbál-e törölni?;Practical life, önállóság, rend.;Kompetencia és saját test gondozása.;"SIMONE_TODDLER;SIMONE_BABY";;"practical life; self-care; kisgyermek"
A189;Kézmosás képes sorrenddel;12-18 hó;Gyakorlati élet;rutin, sorrend, önállóság;benti;10;5;kézmosóhely, kis fellépő, egyszerű képes lépések;Rutin, sorrendiség és önálló gondozási készség támogatása.;Tegyél 3 képet a mosdó mellé: víz, szappan, törölköző. Vezesd végig rövid szavakkal, mindig ugyanabban a ritmusban.;Adj fizikai környezetet, ne folyamatos szóbeli irányítást.;Csak egy lépés: törölköző megtalálása.;Ő nyitja-zárja a vizet, ő teszi vissza a törölközőt.;Melyik lépésnél akad el, mi túl nehéz?;Prepared environment és practical life.;Kontrollérzés, kiszámíthatóság.;"SIMONE_TODDLER;SIMONE_CHILD";;"rutin; practical life; EF"
A190;Választott két snack előkészítése;12-18 hó;Gyakorlati élet;étkezés, választás, önállóság;benti;5;10;két egyszerű snack, kis tál, kis kés ha biztonságos;Életkornak megfelelő választás és részvétel étkezésben.;Kínálj két valódi opciót: banán vagy alma, sajt vagy kenyér. A választottat együtt előkészítitek: tálba teszi, esetleg banánt hámoz.;A választás legyen valódi, de szűk.;Csak két tál közül választ.;Egyszerű vágás tompa késsel vagy kenés.;Könnyebb-e az együttműködés, ha választott?;Valós tevékenység, autonomy within limits.;Autonómia és kompetencia.;"SIMONE_TODDLER;SELF_DETERMINATION";;"étkezés; választás; practical life"
A191;Nagy tárgyak párosítása képpel;12-18 hó;Nyelv;tárgy-kép, szókincs;benti;5;8;3 valós tárgy és hozzájuk illő fotó;Konkrét tárgy és képi reprezentáció összekapcsolása.;"Tedd ki a tárgyakat és fotókat. Ne kérdezz túl sokat; mondd ki a neveket, majd mutasd meg a párosítást.";Kövesd, melyik tárgy érdekli, ott időzz.;2 nagyon ismert tárgy.;Tárgy keresése a lakásban a kép alapján.;Felismeri-e a fotót, hozza-e a tárgyat?;Konkréttól az absztrakt felé, valós képek előnyben.;Biztonságos nyelvi felfedezés.;"SIMONE_TODDLER;BOOK_READING_META";;"nyelv; párosítás; kisgyermek"
A192;Vizes ecsetes teraszfestés;12-18 hó;Művészet és mozgás;nagymozgás, nyom, ok-okozat;kinti;2;15;vödör víz, nagy ecset, járda vagy terasz;Alkotás rendetlenség nélkül, nagy mozdulatok és ok-okozat.;Adj kis vödör vizet és ecsetet. Mutasd meg, hogy a vízzel lehet „festeni” a járdára, ami később eltűnik.;"Hagyd szabadon mozdulni; a folyamat fontosabb, mint a kép.";Csak ecset és száraz felület.;Nagyobb ecset, különböző felületek, vonalak.;Milyen mozdulatokat ismétel, figyeli-e az eltűnést?;Process art, valós érzékszervi tapasztalat.;Kreativitás kontrollált, biztonságos keretben.;SIMONE_TODDLER;;"kinti; művészet; nagymozgás"
A193;Kavics-levél-termés kinti gyűjtés;12-18 hó;Szenzoros és természet;természet, kategorizálás előkészítése;kinti;1;15;kis kosár, természetes gyűjtött tárgyak;Természeti tárgyak felfedezése, tapintás, szókincs és figyelem.;Sétán adj kis kosarat, amibe 2-3 biztonságos tárgy kerülhet. Otthon nézzétek meg együtt: levél, kavics, termés.;Figyelj a biztonságra, de ne vezesd túl.;Csak egyféle tárgy gyűjtése.;Otthoni válogatás: levél/kavics/kéreg.;Mit választ újra, mennyi ideig vizsgálja?;"Nature as prepared environment; valós tárgyak.";Kíváncsiság, lassítás.;"SIMONE_TODDLER;MOVEMENT_META";;"kinti; természet; szenzoros"
A194;Nyitás-zárás haladó kosár;18-24 hó;Szem-kéz koordináció;cipzár, patent, csavarás;benti;5;10;régi pénztárca, cipzáras tok, csavaros kupakos doboz;Finommotorika és problémamegoldás többféle záródással.;Tegyél kis tárgyakat különböző nyitású tartókba. Egyet mutass be lassan, majd hagyd, hogy felfedezze a többit.;"Biztonsági felügyelet; ne csináld meg helyette azonnal.";Egy könnyű fedeles doboz.;Apróbb, de biztonságos záródások: csat, patent, cipzár.;Melyik záródást gyakorolja újra?;Önellenőrző finommotoros munka.;Kitartás és frusztrációtűrés.;SIMONE_TODDLER;;"finommotorika; szem-kéz; toddler"
A195;Egyszerű csavar és anya nagy méretben;18-24 hó;Szem-kéz koordináció;csavarás, kétkezes munka;benti;3;8;nagy fa vagy műanyag csavar-anya pár;Két kéz koordinációja és csavaró mozdulat előkészítése.;Kezdetben csak a csavar és anya párosítása, majd rövid csavarás. Mutasd lassan, ismételhetően.;"Vedd észre, ha még túl korai; ilyenkor elég a párosítás.";Csak beillesztés, csavarás nélkül.;Különböző méretek rendezése.;Két kézzel dolgozik-e, fárad-e gyorsan?;Izolált mozdulat, rend, önellenőrzés.;Kompetencia és figyelem.;SIMONE_TODDLER;;"finommotorika; csavarás; koncentráció"
A196;Mini virágrendezés;18-24 hó;Gyakorlati élet;vízöntés, szépség, gondoskodás;benti;5;10;kis váza, kevés víz, 2-3 virág vagy zöld ág;Öntés, gondoskodás és esztétikai érzék egyszerű practical life formában.;Tegyél elő kis kancsót kevés vízzel, vázát és 2-3 virágot. Mutasd meg a vízöntést és a virág behelyezését.;Nagyon kevés vízzel dolgozz, a rendrakás is legyen része.;Csak virág behelyezése víz nélkül.;Ő választja ki, hova kerüljön a kész váza.;Gondosan dolgozik-e, észreveszi-e a víz mennyiségét?;Practical life, szépség és gondoskodás.;Felelősség és hozzájárulás a családi környezethez.;"SIMONE_TODDLER;MONTESSORI_METHOD";;"practical life; szépség; gondoskodás"
A197;Egyesével tálalás családi étkezésnél;18-24 hó;Gyakorlati élet;terítés, egy-egy megfeleltetés;benti;3;10;szalvéták, kanalak vagy poharak;Családi hozzájárulás és korai matematikai egy-egy megfeleltetés.;Adj neki annyi szalvétát vagy kanalat, ahányan esztek. Mutasd: egy személynek egy szalvéta. Engedd, hogy ő tegye le.;A feladat legyen rövid és valódi.;Csak két személyre terít.;Többféle tárgy: szalvéta + kanál.;Érti-e az egy ember-egy tárgy ritmust?;Valós practical life és matematikai előkészítés.;Felelősség és családi tagság érzése.;"SIMONE_TODDLER;HOME_MATH";;"practical life; matek; terítés"
A198;Megszakítás kéz a vállon jellel;18-24 hó;Társas készségek;grace and courtesy, várakozás;benti;0;3;nincs külön eszköz;A felnőtt figyelmének tiszteletteljes kérése és rövid várakozás tanulása.;Ha beszélgetsz valakivel, tanítsd meg, hogy tegye a kezét a válladra vagy karodra. Te tedd rá a kezed, és amint lehet, fordulj hozzá.;Kezdetben azonnal reagálj, hogy a jel működését megtanulja.;Csak 2-3 másodperc várakozás.;Később röviden mondd: „látom, vársz, egy pillanat”.;Nyugodtabban kér-e figyelmet?;Grace and courtesy otthoni alkalmazása.;Impulzuskontroll és biztonságos kapcsolódás.;"SIMONE_TODDLER;DIAMOND_EF";;"társas; EF; grace and courtesy"
A199;Érzelmek fordítója: látom, csalódott vagy;18-24 hó;Személyiség és érzelem;érzelemnevezés, határ;benti/kinti;0;3;nincs külön eszköz;Érzelmi szókincs és határok egyszerre: minden érzés oké, nem minden viselkedés.;Erős reakciónál először fordítsd le: „látom, nagyon csalódott vagy, mert el kellett jönnünk.” Utána tartsd a határt: „nem ütök, itt vagyok”.;Ne magyarázz hosszan a csúcsponton.;Egy rövid érzésnév és határ.;Később alternatíva: „dobhatsz párnát / taposhatsz”.;Gyorsabban visszatér-e kapcsolódáshoz, ha előbb megértve érzi magát?;"Felnőtt mint nyugodt guide; respektus és világos keret.";Ko-reguláció, érzelmi validáció.;"SIMONE_TODDLER;PARENTING_META";;"érzelem; határ; személyiség"
A200;Lassú séta: repedések, levelek, csigák;18-24 hó;Szenzoros és természet;lassítás, figyelem, kíváncsiság;kinti;0;20;nincs külön eszköz vagy kis nagyító;A felnőtt tempójának lassítása és a gyerek természetes kíváncsiságának követése.;Séta közben engedd, hogy megálljon repedéseknél, leveleknél, pocsolyánál. Ne siettesd minden alkalommal célorientáltan.;A te szereped a biztonság és az időkeret tartása.;5 perces „lassú szakasz”.;Kis kosár vagy nagyító hozzáadása.;Mi mellett áll meg? Milyen ismétlődő érdeklődést mutat?;Follow the child, hands-on tanulás, természet.;Kíváncsiság és kontrollérzés.;SIMONE_TODDLER;;"kinti; kíváncsiság; lassítás"
A201;Kétlépéses kabátfelvétel;2-3 év;Gyakorlati élet;öltözés, sorrend, önállóság;benti;2;5;kabát, alacsony fogas, esetleg pad;Öltözködési önállóság és reggeli ellenállás csökkentése.;Bontsd két lépésre: kabát a földre, kezek az ujjba / vagy kabát a vállra. Mutasd meg lassan, majd hagyd, hogy ő fejezze be.;"Csak annyit segíts, amennyi szükséges; időt adj.";Te indítod, ő húzza fel a cipzárt vagy fordítva.;Képes sorrend: zokni, cipő, kabát.;Melyik lépés a valódi akadály?;Scaffolding practical life készségnél.;Autonómia, kompetencia, reggeli kontroll.;"SIMONE_CHILD;SIMONE_TODDLER";;"öltözés; önállóság; rutin"
A202;Kis állomás: cipő és táska helye;2-3 év;Rend és EF;rend, napirend, felelősség;benti;10;5;alacsony polc/fogas, képes jel, kosár;A kilépési rutin és a saját dolgokért való felelősség támogatása.;Legyen egy fix hely a cipőnek, kabátnak, táskának. A gyerek feladata a visszatenni/elővenni. Kezdetben együtt csináljátok.;A környezet legyen egyértelműbb, ne a gyerek memóriájára építs.;Csak cipőhely.;Teljes indulási állomás: cipő, kabát, kulacs.;Kevesebb-e az indulási konfliktus?;Prepared environment, rend külsőből belsővé.;Felelősség és kiszámíthatóság.;"SIMONE_TODDLER;SIMONE_CHILD;DIAMOND_EF";;"rend; practical life; EF"
A203;Válogatás érdeklődés szerint: jármű/állat/étel;2-3 év;Korai matematika;kategorizálás, nyelv;benti;5;10;6-9 figura vagy kártya két-három témából;Kategorizálás, szókincs és figyelem a gyerek érdeklődése alapján.;Válassz az aktuális kedvenc témájából tárgyakat. Tegyétek külön: állatok ide, autók oda. Beszéljetek kevés szóval a közös tulajdonságokról.;Ne számonkérd, inkább együtt fedezzétek fel a csoportokat.;Két nagyon eltérő kategória.;Alkategóriák: háziállat/vadállat, kerekes/sínes jármű.;Milyen szempont szerint válogat magától?;"Follow the child; konkréttól az absztrakt felé.";Érdeklődésből fakadó figyelem.;"SIMONE_TODDLER;SIMONE_CHILD;HOME_MATH";;"kategorizálás; matematika; nyelv"
A204;Saját víz töltése kis kancsóból;2-3 év;Gyakorlati élet;öntés, önkiszolgálás;benti;5;5;kis kancsó kevés vízzel, kis pohár, törlőrongy;Önálló ivás előkészítése, öntés és felelősség.;Készíts ki kevés vizet a kancsóba. Mutasd meg a lassú öntést, majd a kiömlött víz feltörlését is.;A vízmennyiséget állítsd úgy, hogy a hiba kezelhető legyen.;Kancsó helyett kis merőkanál.;Több pohár, családtagoknak töltés.;Mikor önt túl sokat, feltörli-e a kiömlést?;Practical life és önellenőrzés.;Kompetencia és természetes következmény.;"SIMONE_TODDLER;MONTESSORI_METHOD";;"öntés; practical life; önállóság"
A205;Megjavítás: visszaadom és jóváteszem;2-3 év;Társas és morális fejlődés;repair, empátia, konfliktus;benti/kinti;0;5;nincs külön eszköz;A jóvátétel konkrét cselekvésként való tanulása.;Ha elvett valamit vagy feldöntötte a másik építményét, segíts megnevezni a helyzetet és keressetek jóvátételt: visszaadni, segíteni újraépíteni, hozni zsebkendőt.;"Ne kényszeríts üres bocsánatkérést; segíts konkrét cselekvésben.";Te modellálod a jóvátételt.;Közös problémamegoldás: „mit tehetnénk most?”;Képes-e részt venni a javításban, ha megnyugodott?;Grace and courtesy, társas élet gyakorlása.;Empátia, felelősség, kapcsolat helyreállítása.;"SIMONE_CHILD;SIMONE_TODDLER;PARENTING_META";;"társas; morális; konfliktus"
